"Estimate","Std. Error","t value","Pr(>|t|)"
-0.0636737030186935,0.248619218425415,-0.256109336285261,0.798025506546808
-0.00271143737404402,0.0101593428440709,-0.266891019986243,0.789719269749162
0.194870417821825,0.30586670912928,0.637108949766285,0.524494279786821
